age,MonthlyIncome,NumberOfDependents,DebtRatio,RevolvingUtilizationOfUnsecuredLines,NumberOfOpenCreditLinesAndLoans,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTime60-89DaysPastDueNotWorse,NumberOfTimes90DaysLate,TotalPastDueCount,IncomePerDependent,SeriousDlqin2yrs
47,1430000.0,0.0,0.7723,0.5892,5,1,1,0,2,1430000.0,1
39,2380000.0,2.0,0.0958,0.345,12,1,0,0,1,793333.3333333334,0
40,4020000.0,0.0,0.4736,0.3479,10,0,1,0,1,4020000.0,0
18,9560000.0,1.0,0.6459,0.4106,11,0,0,0,0,4780000.0,0
48,15450000.0,0.0,0.3996,0.3441,12,1,0,0,1,15450000.0,0
56,4530000.0,1.0,0.3934,1.1412,10,0,0,0,0,2265000.0,0
25,3460000.0,1.0,0.2275,0.1631,9,1,0,1,2,1730000.0,0
36,1550000.0,2.0,0.1468,0.3494,5,0,0,0,0,516666.6666666667,0
30,8390000.0,1.0,0.9898,0.2716,13,0,0,0,0,4195000.0,0
32,3590000.0,0.0,0.3907,0.3597,11,0,0,0,0,3590000.0,0
46,22510249.99999996,0.0,0.3458,0.2497,8,1,0,1,2,22510249.99999996,0
18,3210000.0,0.0,0.9517,0.4559,3,1,0,0,1,3210000.0,1
53,17680000.0,3.0,0.0744,0.1391,6,0,0,1,1,4420000.0,0
55,7830000.0,0.0,1.2198,0.4762,7,1,0,1,2,7830000.0,0
42,2700000.0,2.0,0.3748,0.2383,10,1,0,0,1,900000.0,0
18,5750000.0,2.0,0.4144,0.6762,6,0,0,0,0,1916666.6666666667,0
32,7940000.0,0.0,0.2319,0.1558,8,0,0,0,0,7940000.0,0
61,4370000.0,0.0,0.3334,0.2455,9,1,0,0,1,4370000.0,0
18,8270000.0,4.0,0.1071,0.3306,9,0,0,0,0,1654000.0,1
40,8160000.0,2.0,0.4686,0.8637,11,1,0,0,1,2720000.0,0
30,7150000.0,0.0,0.892,0.4197,7,0,1,0,1,7150000.0,0
55,4950000.0,0.0,0.3399,0.7559,9,0,0,0,0,4950000.0,0
36,5050000.0,0.0,0.4748,0.5286,11,0,0,0,0,5050000.0,0
50,4770000.0,0.0,0.3981,0.3863,7,0,0,0,0,4770000.0,0
52,5560000.0,0.0,0.7723,0.214,7,0,0,0,0,5560000.0,0
69,1620000.0,0.0,0.2489,0.2958,3,0,0,0,0,1620000.0,0
42,5530000.0,2.0,0.7743,0.4215,9,0,0,0,0,1843333.3333333333,0
50,4720000.0,0.0,0.2538,0.3516,6,0,0,0,0,4720000.0,0
26,2300000.0,2.0,0.4742,0.35,8,0,0,1,1,766666.6666666666,0
60,4090000.0,1.0,0.4666,0.5605,9,0,0,0,0,2045000.0,0
35,4150000.0,2.0,0.8694,0.3464,11,0,0,0,0,1383333.3333333333,0
38,15920000.0,2.0,1.0609,0.1826,9,0,0,0,0,5306666.666666667,0
45,5710000.0,0.0,0.2433,0.2288,7,1,0,0,1,5710000.0,0
25,9310000.0,0.0,0.345,0.4196,3,0,0,0,0,9310000.0,0
48,4660000.0,2.0,1.007,0.0748,7,0,0,0,0,1553333.3333333333,0
58,1620000.0,1.0,0.3202,0.5385,8,0,1,0,1,810000.0,0
49,7480000.0,0.0,0.1258,0.0713,5,1,0,1,2,7480000.0,0
24,3370000.0,1.0,1.1928,0.5196,7,0,0,2,2,1685000.0,1
43,4090000.0,2.0,0.7144,0.1577,10,0,0,1,1,1363333.3333333333,1
55,2660000.0,2.0,0.3873,0.6647,8,0,0,0,0,886666.6666666666,0
21,5220000.0,0.0,0.2305,0.4994,11,0,0,0,0,5220000.0,0
31,9470000.0,3.0,0.1887,0.1917,5,0,1,0,1,2367500.0,0
56,8750000.0,2.0,0.1953,0.6582,7,0,0,0,0,2916666.6666666665,0
49,12950000.0,0.0,0.6542,0.6056,11,0,1,0,1,12950000.0,0
50,14100000.0,1.0,0.8935,0.9715,15,0,0,0,0,7050000.0,0
69,1470000.0,0.0,0.134,0.2315,6,0,0,0,0,1470000.0,0
51,2440000.0,1.0,0.2688,0.294,17,0,0,0,0,1220000.0,0
54,1690000.0,1.0,0.1006,0.4179,4,0,0,0,0,845000.0,0
80,7310000.0,2.0,0.3213,0.0754,8,0,0,0,0,2436666.6666666665,0
42,3300000.0,1.0,0.3109,0.4751,4,1,1,0,2,1650000.0,0
35,5050000.0,0.0,0.4556,0.295,7,0,0,0,0,5050000.0,0
51,4390000.0,0.0,0.0483,0.716,6,0,0,0,0,4390000.0,0
51,6290000.0,2.0,0.3498,0.4101,9,0,0,0,0,2096666.6666666667,0
38,2050000.0,1.0,0.5377,0.1264,8,0,0,0,0,1025000.0,0
32,2350000.0,1.0,0.4555,0.5267,9,1,0,0,1,1175000.0,0
75,5000000.0,3.0,0.6298,0.0605,11,0,0,0,0,1250000.0,0
49,10260000.0,0.0,0.4987,0.3339,7,0,0,0,0,10260000.0,0
35,4920000.0,1.0,0.0623,0.1723,10,0,0,1,1,2460000.0,0
57,5050000.0,0.0,0.9414,0.4002,8,0,0,0,0,5050000.0,0
44,1380000.0,2.0,0.8369,0.2043,8,0,0,0,0,460000.0,0
42,8860000.0,0.0,0.2207,0.8019,9,0,0,0,0,8860000.0,0
52,3220000.0,1.0,0.3456,0.0859,8,0,0,0,0,1610000.0,0
28,2510000.0,0.0,0.1715,0.3487,11,0,0,0,0,2510000.0,0
50,1790000.0,0.0,0.548,0.354,11,0,1,0,1,1790000.0,0
70,2110000.0,0.0,0.5708,0.4526,6,0,0,1,1,2110000.0,0
51,2810000.0,1.0,0.805,0.2947,6,0,0,0,0,1405000.0,0
40,4330000.0,0.0,0.359,0.4991,10,0,0,0,0,4330000.0,0
38,2420000.0,0.0,0.4787,0.2848,11,0,0,0,0,2420000.0,0
40,5590000.0,2.0,0.1778,0.4791,5,0,0,0,0,1863333.3333333333,0
42,4310000.0,1.0,0.6653,0.8608,8,0,0,0,0,2155000.0,0
40,18970000.0,1.0,0.9237,0.6112,5,0,0,0,0,9485000.0,0
57,1800000.0,0.0,0.7442,0.2739,7,0,0,2,2,1800000.0,1
22,5510000.0,0.0,1.0671,0.1456,2,0,0,0,0,5510000.0,0
56,5550000.0,0.0,0.3496,1.1034,10,2,0,1,3,5550000.0,1
40,2690000.0,0.0,0.1253,0.5213,11,0,0,0,0,2690000.0,0
50,5290000.0,1.0,0.0275,0.2126,7,0,0,0,0,2645000.0,0
30,7930000.0,0.0,0.2964,0.5766,6,0,0,0,0,7930000.0,1
62,5300000.0,3.0,0.3501,0.9193,9,0,0,0,0,1325000.0,0
61,11470000.0,2.0,0.6528,0.4713,4,0,0,0,0,3823333.3333333335,0
57,1350000.0,0.0,0.3201,0.2835,9,0,0,0,0,1350000.0,0
25,3020000.0,1.0,0.1664,0.2607,8,0,0,0,0,1510000.0,0
56,12120000.0,2.0,0.589,0.7622,4,0,0,0,0,4040000.0,0
50,8640000.0,0.0,0.4992,0.1441,7,0,0,0,0,8640000.0,0
24,6920000.0,2.0,0.7585,0.2239,9,1,0,0,1,2306666.6666666665,0
45,10480000.0,1.0,0.9091,0.5982,12,1,0,0,1,5240000.0,0
50,1580000.0,2.0,0.8663,0.4547,9,1,0,0,1,526666.6666666666,1
52,8060000.0,0.0,0.5113,0.5379,11,0,0,0,0,8060000.0,0
47,9470000.0,1.0,0.3886,0.3919,8,0,0,0,0,4735000.0,0
49,3370000.0,0.0,0.0691,0.6806,6,0,0,0,0,3370000.0,0
64,22510249.99999996,1.0,0.6319,0.2968,7,1,0,0,1,11255124.99999998,0
61,5630000.0,1.0,0.7374,0.3782,9,0,0,0,0,2815000.0,0
18,1340000.0,1.0,0.1719,0.4621,6,0,1,0,1,670000.0,0
41,6290000.0,2.0,0.0693,0.3301,4,0,0,0,0,2096666.6666666667,0
43,3250000.0,2.0,0.303,0.4226,8,1,0,1,2,1083333.3333333333,1
22,10060000.0,1.0,0.9252,0.5831,8,0,0,0,0,5030000.0,0
46,6950000.0,1.0,0.3608,0.2605,7,1,1,0,2,3475000.0,0
61,3490000.0,1.0,0.1032,0.8724,6,0,0,0,0,1745000.0,0
31,12320000.0,0.0,0.5229,0.6174,7,0,1,0,1,12320000.0,1
49,8790000.0,0.0,0.2011,0.3724,10,1,0,0,1,8790000.0,0
33,3040000.0,0.0,0.9816,0.7851,15,0,0,0,0,3040000.0,0
36,4560000.0,0.0,0.1692,0.953,12,0,0,0,0,4560000.0,0
64,6820000.0,0.0,0.3971,0.1737,6,0,0,0,0,6820000.0,0
38,4020000.0,0.0,0.1623,0.7521,3,0,1,0,1,4020000.0,1
51,4090000.0,0.0,0.5531,0.067,9,1,0,0,1,4090000.0,0
21,5110000.0,2.0,0.4096,0.3066,12,0,0,0,0,1703333.3333333333,0
69,2640000.0,1.0,0.8765,0.3808,10,0,0,0,0,1320000.0,0
53,1310000.0,0.0,0.7491,0.6811,7,0,0,0,0,1310000.0,0
43,5770000.0,1.0,0.3431,0.089,9,0,0,0,0,2885000.0,0
52,1520000.0,1.0,0.3492,0.3587,5,0,0,0,0,760000.0,0
27,2760000.0,1.0,0.404,0.7143,6,0,0,0,0,1380000.0,0
60,1730000.0,0.0,0.5217,0.3966,9,0,1,0,1,1730000.0,0
41,1860000.0,1.0,1.7039080000000002,0.082,2,1,0,0,1,930000.0,0
42,6460000.0,1.0,0.6737,0.2885,9,0,0,0,0,3230000.0,0
39,4380000.0,1.0,0.3684,0.6719,9,0,0,0,0,2190000.0,0
37,4280000.0,3.0,0.0918,0.348,11,0,0,0,0,1070000.0,0
54,2270000.0,1.0,0.0778,0.3281,10,0,0,0,0,1135000.0,0
48,5050000.0,0.0,0.0687,0.6465,7,0,0,0,0,5050000.0,0
53,6270000.0,3.0,0.9018,0.5966,6,0,0,0,0,1567500.0,1
45,4850000.0,1.0,0.2673,0.2048,5,0,0,0,0,2425000.0,0
52,8190000.0,1.0,0.9688,0.24,5,0,0,0,0,4095000.0,0
40,8920000.0,0.0,0.3216,0.1541,10,0,0,0,0,8920000.0,0
74,4300000.0,0.0,0.2499,0.4944,5,0,0,0,0,4300000.0,0
25,1650000.0,1.0,0.6933,0.2424,12,1,0,0,1,825000.0,0
61,3180000.0,0.0,0.0617,0.0394,13,0,0,0,0,3180000.0,0
63,4720000.0,0.0,1.2227,0.0441,9,0,0,0,0,4720000.0,0
34,3140000.0,1.0,0.1655,0.6354,5,0,0,0,0,1570000.0,0
74,2660000.0,1.0,0.4075,0.3811,15,1,0,0,1,1330000.0,0
58,5210000.0,0.0,0.3025,0.2053,12,0,1,0,1,5210000.0,0
58,21490000.0,0.0,0.6989,0.34,2,0,0,0,0,21490000.0,0
45,3730000.0,0.0,0.2912,0.5474,3,0,1,0,1,3730000.0,1
42,4990000.0,1.0,0.9743,0.3,8,0,0,0,0,2495000.0,0
42,2280000.0,1.0,0.8612,0.5744,8,0,0,0,0,1140000.0,0
50,10540000.0,0.0,0.6356,0.4931,9,0,0,0,0,10540000.0,0
63,8450000.0,0.0,0.1479,0.4455,6,0,0,0,0,8450000.0,0
47,8110000.0,1.0,0.0623,0.3296,6,0,0,0,0,4055000.0,0
33,5050000.0,2.0,0.5218,0.2169,7,0,0,0,0,1683333.3333333333,0
56,3870000.0,0.0,0.6281,0.2373,11,0,0,0,0,3870000.0,0
57,4170000.0,1.0,0.4139,0.437,9,0,0,0,0,2085000.0,0
54,13950000.0,1.0,0.4163,0.8994,11,0,0,0,0,6975000.0,0
55,7310000.0,1.0,1.143,0.5575,9,0,0,0,0,3655000.0,1
41,1320000.0,0.0,0.1485,0.3759,11,0,0,0,0,1320000.0,0
33,6570000.0,1.0,0.4702,0.5584,8,0,0,0,0,3285000.0,1
34,3530000.0,1.0,0.7175,0.4851,8,0,0,0,0,1765000.0,0
24,8570000.0,1.0,1.2342,0.1383,11,0,0,0,0,4285000.0,0
48,6390000.0,0.0,0.2312,0.1961,9,0,0,1,1,6390000.0,0
44,1760000.0,1.0,0.4607,0.0488,6,0,0,1,1,880000.0,0
39,5880000.0,0.0,0.3603,0.5943,10,0,2,0,2,5880000.0,1
18,5670000.0,0.0,0.5462,0.2743,8,0,0,0,0,5670000.0,0
29,6220000.0,0.0,0.7492,0.3204,11,0,0,0,0,6220000.0,0
60,7060000.0,0.0,0.5469,0.2476,9,0,0,0,0,7060000.0,0
36,12270000.0,3.0,0.2357,0.2991,13,0,0,1,1,3067500.0,0
50,6410000.0,2.0,0.4611,0.3986,11,0,0,0,0,2136666.6666666665,0
27,5070000.0,0.0,0.4522,0.3689,9,0,0,0,0,5070000.0,0
64,9960000.0,2.0,0.1334,0.3004,9,1,0,0,1,3320000.0,0
43,19200000.0,3.0,1.7039080000000002,0.3892,11,1,1,0,2,4800000.0,1
49,8660000.0,1.0,0.2887,0.1732,9,0,0,0,0,4330000.0,0
75,5660000.0,1.0,0.7227,0.0639,7,0,0,1,1,2830000.0,0
65,6480000.0,1.0,0.0499,0.3117,5,0,0,0,0,3240000.0,0
41,5830000.0,2.0,0.3149,0.2605,8,0,0,0,0,1943333.3333333333,0
37,5060000.0,1.0,0.167,0.2081,8,0,0,0,0,2530000.0,1
41,18330000.0,1.0,0.2715,0.1986,10,1,0,0,1,9165000.0,0
52,3190000.0,2.0,0.1426,0.1791,9,0,0,0,0,1063333.3333333333,0
44,10000000.0,4.0,0.6274,0.3559,8,0,0,0,0,2000000.0,0
40,4640000.0,3.0,0.1999,0.4925,6,0,0,0,0,1160000.0,0
64,5050000.0,0.0,0.6048,0.6261,10,0,0,0,0,5050000.0,0
44,4470000.0,1.0,0.2362,0.5453,4,1,1,0,2,2235000.0,0
75,3600000.0,1.0,0.2535,0.3098,5,0,1,0,1,1800000.0,0
46,7070000.0,1.0,0.5891,0.2162,8,1,0,0,1,3535000.0,1
68,5280000.0,0.0,0.1556,0.1468,6,0,0,0,0,5280000.0,0
50,2710000.0,1.0,0.4467,0.3483,11,0,0,0,0,1355000.0,0
58,12090000.0,2.0,0.2208,0.3837,12,0,1,0,1,4030000.0,0
36,9620000.0,3.0,0.4801,0.5162,4,0,0,0,0,2405000.0,0
34,12950000.0,2.0,0.8489,0.2916,3,1,0,0,1,4316666.666666667,1
51,5760000.0,3.0,0.772,0.5802,9,0,0,0,0,1440000.0,0
58,4890000.0,1.0,0.1457,0.1715,5,0,1,0,1,2445000.0,0
46,7630000.0,2.0,0.0429,0.5128,6,2,0,0,2,2543333.3333333335,0
28,5050000.0,4.0,0.8447,0.2672,6,0,0,0,0,1010000.0,0
27,5410000.0,3.0,0.841,0.4697,6,0,0,0,0,1352500.0,0
26,4500000.0,1.0,0.5206,0.1205,1,0,0,0,0,2250000.0,1
22,2080000.0,0.0,0.4807,0.6736,8,0,2,0,2,2080000.0,1
46,5400000.0,1.0,0.036,0.7595,7,0,0,0,0,2700000.0,0
60,3840000.0,0.0,0.3077,0.4791,15,0,1,0,1,3840000.0,0
45,4320000.0,1.0,0.6965,0.5076,6,0,0,0,0,2160000.0,0
18,6220000.0,2.0,0.1062,0.1012,6,0,0,0,0,2073333.3333333333,0
43,10730000.0,0.0,0.2824,0.5586,6,0,0,0,0,10730000.0,0
43,3000000.0,2.0,0.3335,0.11,6,0,0,0,0,1000000.0,0
72,4090000.0,1.0,0.8133,0.1925,12,0,0,0,0,2045000.0,0
26,3160000.0,0.0,0.2903,0.4357,9,0,0,0,0,3160000.0,0
40,3040000.0,0.0,0.7298,0.5128,4,0,0,1,1,3040000.0,1
67,3500000.0,1.0,0.7944,0.6183,10,0,0,0,0,1750000.0,0
51,4440000.0,0.0,0.4068,0.2609,10,0,0,0,0,4440000.0,0
52,7110000.0,1.0,1.0959,0.1248,11,0,0,0,0,3555000.0,0
46,6060000.0,2.0,0.34,0.2737,9,0,0,0,0,2020000.0,0
49,2650000.0,0.0,0.6671,0.393,7,0,1,0,1,2650000.0,0
55,10870000.0,0.0,0.5912,0.1485,10,1,0,0,1,10870000.0,0
34,8810000.0,0.0,0.3345,0.5889,6,2,0,0,2,8810000.0,1
56,2910000.0,0.0,0.7818,0.1809,9,0,0,0,0,2910000.0,0
27,10420000.0,1.0,1.1487,0.457,9,0,0,0,0,5210000.0,0
49,6080000.0,1.0,0.2668,0.7629,5,1,1,0,2,3040000.0,1
47,4550000.0,1.0,1.3128,0.4759,9,1,0,1,2,2275000.0,1
37,5050000.0,0.0,0.2681,0.5501,9,0,0,1,1,5050000.0,0
45,4920000.0,2.0,0.598,0.1666,5,1,1,0,2,1640000.0,0
37,6930000.0,1.0,0.4387,0.3457,12,0,0,0,0,3465000.0,0
31,5590000.0,1.0,0.1315,0.2947,8,1,0,0,1,2795000.0,0
40,4080000.0,1.0,0.4589,0.8269,9,0,0,0,0,2040000.0,1
31,1480000.0,1.0,0.4809,0.4502,8,0,0,0,0,740000.0,0
49,6860000.0,0.0,0.8018,0.2922,5,0,1,0,1,6860000.0,0
30,4000000.0,1.0,0.3726,0.0995,7,0,0,0,0,2000000.0,0
54,7970000.0,0.0,0.6112,0.5936,14,0,0,1,1,7970000.0,0
30,6680000.0,1.0,0.2538,0.2738,5,0,0,0,0,3340000.0,0
38,4060000.0,2.0,0.2284,0.4465,4,0,0,1,1,1353333.3333333333,1
37,9240000.0,0.0,0.403,0.7645,3,0,0,0,0,9240000.0,0
62,5650000.0,2.0,0.328,0.3032,6,0,0,0,0,1883333.3333333333,0
49,5520000.0,1.0,0.3326,0.4175,7,0,0,0,0,2760000.0,0
42,4600000.0,2.0,0.3839,0.5377,6,0,0,0,0,1533333.3333333333,0
51,13730000.0,2.0,0.1961,0.0932,12,0,0,0,0,4576666.666666667,0
18,3260000.0,1.0,0.8214,0.1046,4,1,0,0,1,1630000.0,1
44,4120000.0,0.0,1.1653,0.1824,10,1,0,0,1,4120000.0,0
71,2380000.0,2.0,0.5399,0.3882,11,0,0,0,0,793333.3333333334,0
47,7730000.0,0.0,0.032,0.2498,4,0,0,0,0,7730000.0,0
46,3530000.0,0.0,0.9215,0.0843,9,0,0,0,0,3530000.0,0
52,3770000.0,1.0,0.1102,0.4892,7,1,0,0,1,1885000.0,0
57,3670000.0,0.0,0.1644,0.3799,6,0,0,0,0,3670000.0,0
19,5190000.0,0.0,0.6474,0.5078,9,0,1,0,1,5190000.0,0
23,2360000.0,1.0,0.5037,0.4637,8,0,0,0,0,1180000.0,1
48,1300000.0,1.0,0.9822,0.1382,8,0,1,0,1,650000.0,1
36,6580000.0,0.0,0.1762,0.2106,11,0,0,0,0,6580000.0,0
62,5050000.0,1.0,1.0415,0.3568,6,0,0,0,0,2525000.0,0
41,8350000.0,0.0,0.1444,0.4,9,1,0,0,1,8350000.0,0
20,12740000.0,2.0,0.291,0.3809,11,0,0,0,0,4246666.666666667,0
29,4530000.0,0.0,0.4385,0.122,12,1,0,0,1,4530000.0,0
18,10900000.0,0.0,0.5581,0.4129,7,0,0,0,0,10900000.0,0
42,4930000.0,3.0,0.8844,0.161,9,1,0,1,2,1232500.0,0
43,5050000.0,2.0,0.6636,0.4587,9,0,0,0,0,1683333.3333333333,0
39,3800000.0,0.0,0.2036,0.3297,4,0,1,0,1,3800000.0,0
59,1210000.0,1.0,0.7601,0.1439,9,0,0,0,0,605000.0,0
61,4770000.0,0.0,0.3346,0.1556,6,1,0,0,1,4770000.0,0
43,13930000.0,0.0,0.0537,0.4949,7,0,0,0,0,13930000.0,0
18,6890000.0,0.0,0.4768,0.5722,9,2,0,0,2,6890000.0,1
53,3670000.0,1.0,0.5884,0.3146,6,2,0,0,2,1835000.0,1
52,6090000.0,1.0,0.5585,0.3879,2,1,0,0,1,3045000.0,0
49,8950000.0,2.0,0.573,0.2058,11,0,1,0,1,2983333.3333333335,0
58,4750000.0,1.0,0.4271,0.4191,5,0,0,0,0,2375000.0,0
30,22510249.99999996,0.0,0.1824,0.9418,6,0,1,0,1,22510249.99999996,0
71,3670000.0,3.0,0.8513,0.447,6,0,0,0,0,917500.0,0
33,9120000.0,1.0,0.4722,0.6046,9,0,0,0,0,4560000.0,0
55,5050000.0,0.0,0.4174,0.1245,8,0,0,0,0,5050000.0,0
23,3290000.0,3.0,0.5638,0.3563,9,0,0,0,0,822500.0,0
33,3880000.0,1.0,0.3738,0.1489,11,0,0,1,1,1940000.0,1
65,9210000.0,0.0,0.7319,0.0908,12,0,0,0,0,9210000.0,0
42,5450000.0,2.0,1.049,0.2063,9,0,0,0,0,1816666.6666666667,0
56,6120000.0,1.0,0.1218,0.6549,12,1,0,0,1,3060000.0,0
48,1870000.0,2.0,0.082,0.2717,10,1,1,0,2,623333.3333333334,0
44,7410000.0,1.0,0.2432,0.228,6,0,2,0,2,3705000.0,1
63,5050000.0,1.0,0.1575,0.2988,6,0,0,0,0,2525000.0,0
42,4810000.0,0.0,0.4922,0.3485,8,0,0,0,0,4810000.0,0
22,6210000.0,1.0,1.2343,0.2563,6,0,0,0,0,3105000.0,0
35,3910000.0,0.0,1.2679,0.3425,8,0,0,0,0,3910000.0,0
52,3510000.0,1.0,0.2799,0.6892,9,0,0,0,0,1755000.0,0
50,4320000.0,1.0,0.1797,0.5,6,0,0,0,0,2160000.0,0
25,3780000.0,0.0,0.2897,0.4236,11,1,0,1,2,3780000.0,0
36,18500000.0,2.0,0.6385,0.9892,6,1,0,0,1,6166666.666666667,1
37,8640000.0,0.0,0.1842,0.3223,5,0,0,0,0,8640000.0,0
40,2800000.0,0.0,0.0989,0.453,7,0,0,0,0,2800000.0,0
27,16970000.0,0.0,0.2858,0.5886,11,1,0,0,1,16970000.0,0
37,3860000.0,1.0,0.4101,0.6768,7,0,0,1,1,1930000.0,0
36,5090000.0,0.0,0.4188,0.5399,10,0,0,0,0,5090000.0,0
55,8570000.0,0.0,0.2128,0.3929,9,0,0,0,0,8570000.0,0
56,1530000.0,0.0,0.1155,0.4593,12,0,0,0,0,1530000.0,0
43,4340000.0,0.0,0.4829,0.4098,7,0,0,0,0,4340000.0,0
40,3540000.0,1.0,0.4619,0.1302,6,0,1,0,1,1770000.0,0
47,5650000.0,0.0,0.197,0.3039,5,0,0,0,0,5650000.0,0
34,6240000.0,0.0,0.5196,0.6885,8,0,0,0,0,6240000.0,0
30,4770000.0,1.0,0.4407,0.6405,7,0,0,0,0,2385000.0,0
33,4640000.0,1.0,0.4915,0.4153,5,0,0,0,0,2320000.0,0
37,9470000.0,1.0,0.4234,0.6535,9,0,0,0,0,4735000.0,0
30,5990000.0,0.0,0.2075,0.3231,11,0,0,0,0,5990000.0,0
47,5130000.0,0.0,1.0537,0.2119,3,1,0,1,2,5130000.0,0
54,5460000.0,1.0,0.5479,0.291,8,0,1,0,1,2730000.0,0
24,15040000.0,0.0,0.1779,0.6015,9,1,0,0,1,15040000.0,0
45,5550000.0,1.0,0.6609,0.3159,4,1,0,0,1,2775000.0,0
42,3670000.0,1.0,0.8115,0.5162,7,1,0,0,1,1835000.0,0
49,1590000.0,0.0,0.7387,0.2982,7,0,0,0,0,1590000.0,0
45,2120000.0,3.0,0.4309,0.0685,11,0,0,0,0,530000.0,0
26,3780000.0,1.0,0.3588,0.0794,8,0,1,0,1,1890000.0,0
29,4690000.0,2.0,0.3399,0.0306,6,0,0,0,0,1563333.3333333333,0
45,3580000.0,1.0,0.5519,0.4972,6,1,0,0,1,1790000.0,1
58,6170000.0,0.0,0.9151,0.1776,7,0,0,0,0,6170000.0,0
18,3550000.0,2.0,0.9352,0.1736,9,0,0,0,0,1183333.3333333333,0
49,2890000.0,2.0,0.1187,0.8252,8,0,0,0,0,963333.3333333334,0
60,7220000.0,1.0,0.2404,0.3206,7,0,0,0,0,3610000.0,0
43,11370000.0,0.0,0.0878,0.2173,9,1,0,0,1,11370000.0,1
52,2570000.0,1.0,0.5354,0.1932,3,0,0,0,0,1285000.0,0
36,5790000.0,2.0,1.0531,0.5925,10,1,0,1,2,1930000.0,0
43,1590000.0,1.0,0.3191,0.2198,5,1,0,0,1,795000.0,0
24,2060000.0,0.0,0.7084,0.4077,7,0,0,0,0,2060000.0,0
18,3510000.0,0.0,0.0608,0.3874,10,1,0,0,1,3510000.0,0
57,9880000.0,0.0,0.4886,0.5668,7,0,0,0,0,9880000.0,0
32,3130000.0,0.0,0.4084,0.345,7,1,0,0,1,3130000.0,0
39,3060000.0,0.0,0.7433,0.3246,9,0,0,0,0,3060000.0,0
27,5110000.0,0.0,0.1122,0.2665,5,0,1,0,1,5110000.0,1
27,5110000.0,0.0,0.4424,0.1316,11,0,0,0,0,5110000.0,0
43,3120000.0,0.0,1.2475,0.4101,8,0,0,0,0,3120000.0,0
36,16460000.0,1.0,0.1889,0.2409,5,0,0,1,1,8230000.0,0
50,4260000.0,1.0,0.1647,0.8412,5,0,1,0,1,2130000.0,0
51,5350000.0,0.0,0.7913,0.4294,8,0,0,0,0,5350000.0,0
49,3930000.0,1.0,0.8634,0.7487,8,0,0,0,0,1965000.0,0
48,6510000.0,1.0,0.6239,0.3264,12,0,0,1,1,3255000.0,0
66,10490000.0,0.0,1.7039080000000002,0.3598,7,0,0,0,0,10490000.0,0
31,13570000.0,0.0,0.4192,0.2607,3,0,0,1,1,13570000.0,0
44,3160000.0,1.0,0.6345,0.8366,12,0,0,0,0,1580000.0,0
60,9680000.0,2.0,0.6048,0.3852,10,0,0,0,0,3226666.6666666665,0
61,6950000.0,0.0,0.3047,0.1724,4,0,0,0,0,6950000.0,0
27,8970000.0,0.0,0.247,0.4474,2,1,0,0,1,8970000.0,0
41,4730000.0,2.0,0.385,0.3891,5,1,0,0,1,1576666.6666666667,0
63,4470000.0,1.0,0.2602,0.1494,6,0,0,0,0,2235000.0,0
52,8770000.0,0.0,0.4292,0.6206,8,0,0,0,0,8770000.0,0
48,8870000.0,2.0,0.7235,0.2529,9,0,0,0,0,2956666.6666666665,0
42,5050000.0,1.0,0.1287,0.4969,10,0,0,0,0,2525000.0,0
40,5050000.0,3.0,0.151,0.3921,11,1,0,0,1,1262500.0,0
49,4690000.0,2.0,0.3211,0.2026,9,3,0,0,3,1563333.3333333333,1
42,1140000.0,0.0,0.3705,0.4562,11,1,0,0,1,1140000.0,0
44,1900000.0,2.0,0.1937,0.7137,7,0,0,0,0,633333.3333333334,0
46,3950000.0,1.0,0.6271,0.6671,8,0,1,0,1,1975000.0,0
36,2580000.0,1.0,0.1721,0.5117,8,0,0,0,0,1290000.0,0
52,8150000.0,3.0,0.0909,0.1983,8,1,0,0,1,2037500.0,0
83,2280000.0,1.0,0.5037,0.5232,7,0,0,0,0,1140000.0,0
22,3700000.0,0.0,0.5727,0.7245,12,1,0,1,2,3700000.0,0
49,3790000.0,3.0,0.5085,0.2541,7,1,0,0,1,947500.0,0
35,10300000.0,0.0,0.1406,0.2641,9,0,0,0,0,10300000.0,0
53,3470000.0,0.0,0.0782,0.6007,5,0,0,0,0,3470000.0,0
46,6560000.0,2.0,1.3159,0.3217,7,0,0,0,0,2186666.6666666665,0
55,5620000.0,0.0,0.5293,0.2978,8,0,0,0,0,5620000.0,0
60,8600000.0,0.0,1.1523,0.4861,7,0,0,0,0,8600000.0,0
48,8330000.0,2.0,0.2296,0.4581,6,0,0,1,1,2776666.6666666665,0
60,4900000.0,0.0,1.0083,0.1764,12,1,0,0,1,4900000.0,0
18,1810000.0,0.0,1.0263,0.3721,5,0,0,0,0,1810000.0,0
66,4350000.0,0.0,0.705,0.2937,5,1,0,0,1,4350000.0,0
50,5050000.0,1.0,0.3443,0.2561,4,1,0,0,1,2525000.0,0
59,5940000.0,0.0,0.1948,0.3273,7,0,0,0,0,5940000.0,0
29,3210000.0,2.0,0.5794,0.4544,7,0,1,0,1,1070000.0,0
34,9910000.0,2.0,0.1562,0.2348,11,1,0,0,1,3303333.3333333335,0
47,5040000.0,1.0,0.2682,0.2113,7,0,0,0,0,2520000.0,0
